date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200417,AK,309.0,9141.0,,,36.0,,,,,128.0,c3c164894704f8aebee11fc4f6ad0bc28ccd9bcd,2020-04-17T20:00:00Z,9.0,36.0,9450.0,9450.0,9450.0,02,0.0,1.0,706.0,9.0,715.0
20200417,AL,4530.0,33318.0,,,594.0,,247.0,,148.0,,45dcb973e5afc9f133feabe69f3dd9bee397039d,2020-04-17T20:00:00Z,144.0,594.0,37848.0,37848.0,37848.0,01,11.0,41.0,1272.0,185.0,1457.0
20200417,AR,1695.0,21799.0,,83.0,,,,21.0,,593.0,00867f9f13791928c5808e7a74ea2b0977d4156b,2020-04-17T20:00:00Z,37.0,,23494.0,23494.0,23494.0,05,0.0,0.0,744.0,75.0,819.0
20200417,AS,0.0,3.0,17.0,,,,,,,,90ca343d5718470453e1b9cee714cd1df362e638,2020-04-17T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0
20200417,AZ,4507.0,44723.0,,566.0,,285.0,,178.0,,539.0,fb9ae32e3ee2c773d7e1d5128b796e95fe258990,2020-04-17T20:00:00Z,169.0,,49230.0,49230.0,49230.0,04,19.0,0.0,1559.0,273.0,1832.0
20200417,CA,27528.0,224086.0,7200.0,4892.0,,1484.0,,,,,0848a86720c79066de7797bb7080a731c9a49879,2020-04-17T20:00:00Z,985.0,,258814.0,251614.0,251614.0,06,95.0,0.0,3868.0,1346.0,5214.0
20200417,CO,8675.0,33155.0,,858.0,1693.0,,,,,,7bfd6ed89a0f9cc44bd6bd15e24dbe0b2f78465d,2020-04-17T20:00:00Z,374.0,1693.0,41830.0,41830.0,41830.0,08,17.0,57.0,902.0,395.0,1297.0
20200417,CT,16809.0,38653.0,,1946.0,,,,,,,937ae531cbd43b25e4861134fd7b1c3d108019b8,2020-04-17T20:00:00Z,1036.0,,55462.0,55462.0,55462.0,09,65.0,0.0,1415.0,925.0,2340.0
20200417,DC,2476.0,10167.0,,313.0,,105.0,,79.0,,573.0,324321d343090fa89ad61fc4763554ddaf591b02,2020-04-17T20:00:00Z,86.0,,12643.0,12643.0,12643.0,11,5.0,0.0,367.0,126.0,493.0
20200417,DE,2323.0,11694.0,,224.0,,,,,,423.0,fa6c14a855f5d451c0d2917f1fa32b0be9c906cb,2020-04-17T20:00:00Z,61.0,,14017.0,14017.0,14017.0,10,9.0,0.0,419.0,248.0,667.0
20200417,FL,24119.0,210718.0,1285.0,,3665.0,,,,,,8a55e8a0ee83d8d7159d1859c7f34038d348c42c,2020-04-17T20:00:00Z,699.0,3665.0,236122.0,234837.0,234837.0,12,53.0,205.0,14367.0,1222.0,15589.0
20200417,GA,17194.0,54490.0,,,3324.0,,,,,,cf9cb75a5ed95172d0970a1fb552b6b3aeee75b3,2020-04-17T20:00:00Z,650.0,3324.0,71684.0,71684.0,71684.0,13,63.0,216.0,2220.0,1525.0,3745.0
20200417,GU,136.0,940.0,,6.0,,2.0,,,,97.0,00e66352d45b488be874cc6e1fae2eac242f96b1,2020-04-17T20:00:00Z,5.0,,1076.0,1076.0,1076.0,66,0.0,0.0,70.0,1.0,71.0
20200417,HI,541.0,21316.0,,,45.0,,,,,374.0,65fd57da094ad148b31cf321853505cad29cf13b,2020-04-17T20:00:00Z,9.0,45.0,21857.0,21857.0,21857.0,15,0.0,0.0,1146.0,11.0,1157.0
20200417,IA,2332.0,19460.0,,183.0,,88.0,,52.0,,1007.0,743c17c0be91e3dcd96023a0b17550b906833fd6,2020-04-17T20:00:00Z,64.0,,21792.0,21792.0,21792.0,19,4.0,0.0,926.0,191.0,1117.0
20200417,ID,1609.0,14574.0,,,148.0,,51.0,,,390.0,f668581521143edad8f8ab891e5a5c833811e568,2020-04-17T20:00:00Z,41.0,148.0,16183.0,16183.0,16183.0,16,0.0,5.0,330.0,22.0,352.0
20200417,IL,27575.0,102588.0,,4454.0,,1196.0,,777.0,,,aed86e4a64aa42a61dd9b9d90b80ddc6f0f8f313,2020-04-17T20:00:00Z,1134.0,,130163.0,130163.0,130163.0,17,62.0,0.0,5732.0,1842.0,7574.0
20200417,IN,10154.0,44631.0,,,,638.0,,417.0,,,fb891b635ab79ac5879b853cd6f286a95af310ec,2020-04-17T20:00:00Z,519.0,,54785.0,54785.0,54785.0,18,42.0,0.0,3058.0,612.0,3670.0
20200417,KS,1705.0,15196.0,,,375.0,,,,,,7b4bfcfe6666776c87956a66fe9418794c69a39e,2020-04-17T20:00:00Z,84.0,375.0,16901.0,16901.0,16901.0,20,4.0,16.0,662.0,117.0,779.0
20200417,KY,2429.0,27318.0,,477.0,971.0,333.0,506.0,,,956.0,959ae2f4da8c8312c664905ee46889190838e629,2020-04-17T20:00:00Z,129.0,971.0,29747.0,29747.0,29747.0,21,7.0,164.0,1285.0,138.0,1423.0
20200417,LA,23118.0,108869.0,,1868.0,,,,363.0,,,e81028ceb787333a5d374df0bbc6e18dee65512e,2020-04-17T20:00:00Z,1213.0,,131987.0,131987.0,131987.0,22,57.0,0.0,4815.0,586.0,5401.0
20200417,MA,34402.0,114342.0,,3729.0,2340.0,987.0,,,,,2d54980b2dc81a6f3438feb6a022985790b8766b,2020-04-17T20:00:00Z,1404.0,2340.0,148744.0,148744.0,148744.0,25,159.0,0.0,5750.0,2221.0,7971.0
20200417,MD,11572.0,50437.0,,,2612.0,,,,,736.0,dc86a5af2a6ca80e088e2e808f6cc34a9a5cfcce,2020-04-17T20:00:00Z,425.0,2612.0,62009.0,62009.0,62009.0,24,33.0,161.0,2378.0,788.0,3166.0
20200417,ME,827.0,14076.0,,55.0,133.0,28.0,,8.0,,352.0,0d4df50e7aab010ceeaf7b19f540dad2653da0e7,2020-04-17T20:00:00Z,29.0,133.0,14903.0,14903.0,14903.0,23,2.0,3.0,0.0,31.0,31.0
20200417,MI,30023.0,68936.0,,3674.0,,1428.0,,1167.0,,629.0,d06230acbb65a805506492581bba6e586293d304,2020-04-17T20:00:00Z,2227.0,,98959.0,98959.0,98959.0,26,134.0,0.0,3913.0,760.0,4673.0
20200417,MN,2071.0,40982.0,,223.0,518.0,106.0,202.0,,,1066.0,5733dd18761393e8548530c42a910ad330964388,2020-04-17T20:00:00Z,111.0,518.0,43053.0,43053.0,43053.0,27,17.0,43.0,1219.0,159.0,1378.0
20200417,MO,5283.0,46434.0,,1043.0,,,,,,,0455d0d245866e7d682abab839b2bd17ceea0edb,2020-04-17T20:00:00Z,165.0,,51717.0,51717.0,51717.0,29,13.0,0.0,897.0,172.0,1069.0
20200417,MP,13.0,42.0,4.0,,,,,,,,5d1e30c8e3fde663e5fbe35f229964ef81e56f79,2020-04-17T20:00:00Z,2.0,,59.0,55.0,55.0,69,0.0,0.0,15.0,0.0,15.0
20200417,MS,3793.0,34791.0,,,736.0,154.0,,99.0,,,be3208b4f3448e30b365470dbe34fd2a5ba5cd32,2020-04-17T20:00:00Z,140.0,736.0,38584.0,38584.0,38584.0,28,11.0,54.0,0.0,169.0,169.0
20200417,MT,422.0,9822.0,,21.0,54.0,,,,,233.0,dcf104975fe661e77fdee7292f708972ddb7704a,2020-04-17T20:00:00Z,8.0,54.0,10244.0,10244.0,10244.0,30,1.0,2.0,301.0,7.0,308.0
20200417,NC,5859.0,67122.0,,429.0,,,,,,,36c22ac0ce8eb3827d8f24b776cd22bd31759e27,2020-04-17T20:00:00Z,152.0,,72981.0,72981.0,72981.0,37,21.0,0.0,1670.0,394.0,2064.0
20200417,ND,439.0,11903.0,,16.0,47.0,,,,,172.0,8ebc1913ded71278974a8df56e399b01f3967ba7,2020-04-17T20:00:00Z,9.0,47.0,12342.0,12342.0,12342.0,38,0.0,2.0,592.0,46.0,638.0
20200417,NE,1066.0,12038.0,,,,,,,,,702131468cb79aacf355dfbccdebdd04ece74fee,2020-04-17T20:00:00Z,24.0,,13104.0,13104.0,13104.0,31,3.0,0.0,696.0,114.0,810.0
20200417,NH,1287.0,11421.0,174.0,74.0,190.0,,,,,455.0,b50f444c0fe2cf7ed5056d353436c1e4e873fcec,2020-04-17T20:00:00Z,37.0,190.0,12882.0,12708.0,12708.0,33,5.0,12.0,394.0,148.0,542.0
20200417,NJ,78467.0,78982.0,,8011.0,,1961.0,,1594.0,,,7722a23203ac41ff398af795fcc2094c7bd24cde,2020-04-17T20:00:00Z,3840.0,,157449.0,157449.0,157449.0,34,322.0,0.0,2469.0,3150.0,5619.0
20200417,NM,1597.0,32891.0,,90.0,230.0,,,,,353.0,26835a1513b9e3079e2a32db9346f8a0485e1247,2020-04-17T20:00:00Z,44.0,230.0,34488.0,34488.0,34488.0,35,8.0,15.0,981.0,113.0,1094.0
20200417,NV,3524.0,26238.0,,,,,,,,,3c0f7214c9269e3f1b5a0e0880e540abee1e0183,2020-04-17T20:00:00Z,142.0,,29762.0,29762.0,29762.0,32,5.0,0.0,1108.0,203.0,1311.0
20200417,NY,229642.0,343581.0,,17156.0,52424.0,5059.0,,,,23887.0,8911812f87dcd85e5d5aab63eb027027390e68a5,2020-04-17T20:00:00Z,12822.0,52424.0,573223.0,573223.0,573223.0,36,630.0,1974.0,15286.0,7358.0,22644.0
20200417,OH,8858.0,68819.0,,,2424.0,,740.0,,,,366867b8710ccb4873954bcf3720e21dd872cc38,2020-04-17T20:00:00Z,418.0,2424.0,77677.0,77677.0,77677.0,39,29.0,93.0,2393.0,444.0,2837.0
20200417,OK,2465.0,31155.0,,325.0,528.0,155.0,,,,1331.0,603ffb4b425ba80e433b8ba7de9827da0e6ecfa6,2020-04-17T20:00:00Z,136.0,528.0,33620.0,33620.0,33620.0,40,5.0,0.0,2613.0,108.0,2721.0
20200417,OR,1785.0,34536.0,,301.0,427.0,69.0,,41.0,,,88ad63feef7a476846b281e7a5ca0d06f5a2b9bf,2020-04-17T20:00:00Z,70.0,427.0,36321.0,36321.0,36321.0,41,6.0,13.0,1334.0,49.0,1383.0
20200417,PA,29441.0,117932.0,,2603.0,,,,661.0,,,7753812f0b3fd92934a49267cfdee8d8704d2188,2020-04-17T20:00:00Z,756.0,,147373.0,147373.0,147373.0,42,49.0,0.0,4197.0,1706.0,5903.0
20200417,PR,1068.0,7864.0,1478.0,,,,,,,,2679d31cdf8d9a2bfe948e85ac5ab1ff133a8ffc,2020-04-17T20:00:00Z,58.0,,10410.0,8932.0,8932.0,72,2.0,0.0,549.0,25.0,574.0
20200417,RI,4177.0,26584.0,,252.0,331.0,62.0,,43.0,,196.0,c63aa5aaf5bfd7ac7c785015118a59aae01aa1bb,2020-04-17T20:00:00Z,118.0,331.0,30761.0,30761.0,30761.0,44,13.0,0.0,2358.0,339.0,2697.0
20200417,SC,3931.0,32353.0,,,675.0,,,,,,1831fa1707525e22e14e5bd9c3004469a2a5db12,2020-04-17T20:00:00Z,109.0,675.0,36284.0,36284.0,36284.0,45,2.0,0.0,1276.0,275.0,1551.0
20200417,SD,1411.0,9651.0,0.0,,63.0,,,,,457.0,ab6d709096e5bc28e2d2b8e89f43ed3dda957bcf,2020-04-17T20:00:00Z,7.0,63.0,11062.0,11062.0,11062.0,46,0.0,8.0,412.0,100.0,512.0
20200417,TN,6589.0,80684.0,,,711.0,,,,,3017.0,14d476e6bb2b3510a4bd87e166ee3fd62ea61bbc,2020-04-17T20:00:00Z,142.0,711.0,87273.0,87273.0,87273.0,47,1.0,20.0,1897.0,327.0,2224.0
20200417,TX,17371.0,152165.0,,1522.0,,,,,,4190.0,8623aff77e66ba45458a1b0a3bd58bdf7003ffa3,2020-04-17T20:00:00Z,428.0,,169536.0,169536.0,169536.0,48,35.0,0.0,10073.0,916.0,10989.0
20200417,UT,2805.0,52966.0,,,244.0,,,,,443.0,e4d62921a010ad39f3d55f9106fcd9e0803a7648,2020-04-17T20:00:00Z,23.0,244.0,55771.0,55771.0,55771.0,49,2.0,6.0,5971.0,122.0,6093.0
20200417,VA,7491.0,41506.0,499.0,1308.0,1221.0,400.0,,224.0,,1110.0,ff7ccb63ac538a9363756f8828b0f638e720c076,2020-04-17T20:00:00Z,231.0,1221.0,49496.0,48997.0,48997.0,51,23.0,107.0,1951.0,602.0,2553.0
20200417,VI,51.0,373.0,34.0,,,,,,,46.0,d7c7429bb77548894a0b2ec5bdb55b2b75c80c25,2020-04-17T20:00:00Z,2.0,,458.0,424.0,424.0,78,1.0,0.0,16.0,0.0,16.0
20200417,VT,779.0,11337.0,,32.0,,,,,,15.0,9e438cc9be758290e0a6f4a230c492d486348ddd,2020-04-17T20:00:00Z,35.0,,12116.0,12116.0,12116.0,50,0.0,0.0,598.0,11.0,609.0
20200417,WA,11152.0,117748.0,,622.0,,195.0,,,,,132c7d0dd1f23fc60b37bf6126ab30396b78b73d,2020-04-17T20:00:00Z,583.0,,128900.0,128900.0,128900.0,53,16.0,0.0,4248.0,369.0,4617.0
20200417,WI,4045.0,42365.0,198.0,361.0,1153.0,141.0,306.0,348.0,,,c9ef889d54f4bfde0ead54b94940b942c3470029,2020-04-17T20:00:00Z,205.0,1153.0,46608.0,46410.0,46410.0,55,8.0,32.0,1391.0,170.0,1561.0
20200417,WV,754.0,17927.0,,85.0,,34.0,,24.0,,223.0,ad31b1e4321ce885951bf5265875a40b6bb326a5,2020-04-17T20:00:00Z,13.0,,18681.0,18681.0,18681.0,54,0.0,0.0,360.0,15.0,375.0
20200417,WY,296.0,6131.0,,19.0,43.0,,,,,148.0,642a8ad48c6d39a9b280ab3d557e5b93916c72ca,2020-04-17T20:00:00Z,2.0,43.0,6427.0,6427.0,6427.0,56,0.0,0.0,0.0,0.0,0.0
